                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                0.78607,                0.33466,                0.89101,                0.99921,                      1,                  0.995,                0.81369,                0.83342,                0.28094,                0.93815,              0.0085249,              0.0085249,              0.0085249
                    151,                0.78337,                0.33661,                0.89206,                0.99913,                      1,                  0.995,                0.80896,                0.81761,                0.28364,                0.93259,               0.008515,               0.008515,               0.008515
                    152,                0.79047,                0.33783,                0.89478,                0.99926,                      1,                  0.995,                0.81676,                0.81725,                0.28104,                0.93077,              0.0085051,              0.0085051,              0.0085051
                    153,                0.78869,                0.33848,                 0.8975,                0.99927,                      1,                  0.995,                0.81396,                0.82156,                0.27495,                0.92823,              0.0084952,              0.0084952,              0.0084952
                    154,                0.79236,                0.33641,                0.89615,                0.99928,                      1,                  0.995,                0.81555,                0.82495,                0.28185,                0.93047,              0.0084853,              0.0084853,              0.0084853
                    155,                0.78772,                0.33574,                0.89341,                0.99926,                      1,                  0.995,                 0.8153,                0.81948,                0.28013,                0.93151,              0.0084754,              0.0084754,              0.0084754
                    156,                0.78627,                0.33683,                0.89404,                0.99924,                      1,                  0.995,                0.80709,                0.82452,                0.27674,                0.93183,              0.0084655,              0.0084655,              0.0084655
                    157,                0.79197,                0.33614,                0.89323,                0.99918,                      1,                  0.995,                0.81265,                0.82323,                 0.2812,                0.92991,              0.0084556,              0.0084556,              0.0084556
                    158,                0.78418,                0.33385,                0.89141,                 0.9993,                      1,                  0.995,                0.80952,                0.82912,                0.28319,                0.93158,              0.0084457,              0.0084457,              0.0084457
                    159,                0.78268,                0.33383,                0.89612,                0.99959,                      1,                  0.995,                0.81068,                0.82812,                0.27982,                 0.9321,              0.0084358,              0.0084358,              0.0084358
                    160,                0.78402,                0.33501,                0.89587,                0.99905,                      1,                  0.995,                0.81487,                0.81628,                0.27626,                0.92779,              0.0084259,              0.0084259,              0.0084259
                    161,                0.78809,                0.33312,                0.89341,                0.99921,                      1,                  0.995,                0.82119,                0.80915,                0.28023,                  0.924,               0.008416,               0.008416,               0.008416
                    162,                0.78714,                0.33775,                0.89382,                0.99918,                      1,                  0.995,                0.81579,                0.81102,                0.27486,                0.92697,              0.0084061,              0.0084061,              0.0084061
                    163,                0.78556,                0.33562,                0.89166,                0.99922,                      1,                  0.995,                0.81376,                0.82627,                0.28201,                0.93085,              0.0083962,              0.0083962,              0.0083962
                    164,                0.78958,                0.33363,                0.88982,                0.99933,                      1,                  0.995,                0.81218,                0.81652,                0.27778,                0.92742,              0.0083863,              0.0083863,              0.0083863
                    165,                0.77823,                0.33063,                0.89313,                0.99917,                      1,                  0.995,                0.82004,                0.81621,                 0.2809,                0.92881,              0.0083764,              0.0083764,              0.0083764
                    166,                0.78983,                0.33496,                0.89169,                0.99918,                      1,                  0.995,                0.81609,                0.82112,                0.28264,                0.93104,              0.0083665,              0.0083665,              0.0083665
                    167,                0.77475,                0.32987,                0.89408,                0.99925,                      1,                  0.995,                0.81441,                0.81666,                0.28264,                0.93006,              0.0083566,              0.0083566,              0.0083566
                    168,                0.78058,                0.33245,                0.89281,                0.99925,                      1,                  0.995,                0.81896,                0.80779,                0.27928,                0.92558,              0.0083467,              0.0083467,              0.0083467
                    169,                0.77146,                0.33124,                0.88808,                0.99911,                      1,                  0.995,                0.81824,                0.81371,                0.28125,                0.92701,              0.0083368,              0.0083368,              0.0083368
                    170,                0.78423,                0.33455,                0.89341,                 0.9992,                      1,                  0.995,                0.81863,                0.81975,                0.27788,                0.92886,              0.0083269,              0.0083269,              0.0083269
                    171,                0.77546,                0.33313,                 0.8903,                0.99922,                      1,                  0.995,                0.81685,                0.81227,                 0.2812,                0.92736,               0.008317,               0.008317,               0.008317
                    172,                0.77702,                0.33114,                 0.8927,                0.99924,                      1,                  0.995,                0.81997,                0.80738,                0.28004,                0.92722,              0.0083071,              0.0083071,              0.0083071
                    173,                0.77499,                0.32933,                 0.8922,                0.99926,                      1,                  0.995,                0.80945,                0.82473,                0.28084,                0.93215,              0.0082972,              0.0082972,              0.0082972
                    174,                 0.7711,                0.32731,                0.89055,                0.99918,                      1,                  0.995,                0.81597,                0.81998,                 0.2824,                0.92854,              0.0082873,              0.0082873,              0.0082873
                    175,                0.78045,                0.32912,                0.89126,                0.99929,                      1,                  0.995,                0.82085,                0.82619,                0.27472,                0.92944,              0.0082774,              0.0082774,              0.0082774
                    176,                0.77769,                0.32928,                 0.8918,                0.99922,                      1,                  0.995,                0.81996,                0.81599,                0.27747,                0.92628,              0.0082675,              0.0082675,              0.0082675
                    177,                0.76844,                0.32741,                0.88706,                0.99925,                      1,                  0.995,                0.82082,                0.80723,                0.27654,                0.92493,              0.0082576,              0.0082576,              0.0082576
                    178,                0.77454,                 0.3274,                0.89162,                 0.9992,                      1,                  0.995,                0.81515,                0.81498,                 0.2773,                0.92656,              0.0082477,              0.0082477,              0.0082477
                    179,                0.77359,                0.32932,                0.88899,                 0.9992,                      1,                  0.995,                0.82523,                0.80873,                0.27252,                0.92674,              0.0082378,              0.0082378,              0.0082378
                    180,                0.77244,                0.32915,                 0.8855,                0.99933,                      1,                  0.995,                0.82498,                0.81216,                0.27312,                0.92597,              0.0082279,              0.0082279,              0.0082279
                    181,                0.77528,                 0.3296,                0.89017,                0.99935,                      1,                  0.995,                0.81972,                0.82588,                0.28065,                0.92834,               0.008218,               0.008218,               0.008218
                    182,                0.77621,                0.32499,                 0.8915,                0.99927,                      1,                  0.995,                0.81867,                0.81031,                0.27624,                 0.9253,              0.0082081,              0.0082081,              0.0082081
                    183,                0.77031,                0.32466,                0.89177,                0.99936,                      1,                  0.995,                0.82001,                0.81901,                0.27561,                0.92948,              0.0081982,              0.0081982,              0.0081982
                    184,                 0.7699,                0.32692,                0.89202,                0.99939,                      1,                  0.995,                0.82695,                0.81721,                0.27389,                 0.9273,              0.0081883,              0.0081883,              0.0081883
                    185,                0.76802,                0.32918,                0.89225,                0.99934,                      1,                  0.995,                0.81918,                0.81693,                0.27136,                0.92904,              0.0081784,              0.0081784,              0.0081784
                    186,                0.76515,                0.32231,                0.88954,                0.99935,                      1,                  0.995,                0.81587,                0.81967,                0.27586,                0.92659,              0.0081685,              0.0081685,              0.0081685
                    187,                0.77303,                0.32964,                0.89421,                0.99924,                      1,                  0.995,                0.81953,                0.81597,                 0.2798,                0.92633,              0.0081586,              0.0081586,              0.0081586
                    188,                0.76335,                0.32563,                0.88924,                0.99923,                      1,                  0.995,                0.81856,                0.82264,                0.27883,                 0.9292,              0.0081487,              0.0081487,              0.0081487
                    189,                0.76715,                0.32886,                0.88955,                0.99927,                      1,                  0.995,                0.81362,                 0.8156,                 0.2762,                0.92953,              0.0081388,              0.0081388,              0.0081388
                    190,                0.77365,                0.32734,                0.88773,                0.99924,                      1,                  0.995,                0.80663,                0.81838,                0.27591,                0.92927,              0.0081289,              0.0081289,              0.0081289
                    191,                0.75747,                0.32398,                0.88617,                0.99928,                      1,                  0.995,                0.81361,                0.82061,                 0.2756,                0.93004,               0.008119,               0.008119,               0.008119
                    192,                0.76245,                0.32449,                0.88713,                 0.9993,                      1,                  0.995,                0.81994,                0.81729,                0.27734,                0.92843,              0.0081091,              0.0081091,              0.0081091
                    193,                0.76639,                0.32497,                0.88822,                0.99931,                      1,                  0.995,                0.82016,                 0.8198,                0.27479,                0.92996,              0.0080992,              0.0080992,              0.0080992
                    194,                0.75919,                0.32189,                0.88385,                0.99935,                      1,                  0.995,                0.81979,                0.82185,                0.27744,                0.92981,              0.0080893,              0.0080893,              0.0080893
                    195,                0.76023,                0.32175,                0.88886,                0.99931,                      1,                  0.995,                0.80941,                0.82091,                0.27946,                0.92837,              0.0080794,              0.0080794,              0.0080794
                    196,                0.75007,                0.31985,                0.88624,                0.99927,                      1,                  0.995,                0.81621,                0.82191,                0.28115,                 0.9282,              0.0080695,              0.0080695,              0.0080695
                    197,                0.76228,                0.32096,                0.88879,                0.99929,                      1,                  0.995,                0.81879,                0.81593,                0.27643,                0.92944,              0.0080596,              0.0080596,              0.0080596
                    198,                0.76104,                 0.3217,                0.89273,                0.99931,                      1,                  0.995,                0.81642,                0.81536,                0.27589,                0.92789,              0.0080497,              0.0080497,              0.0080497
                    199,                0.75509,                0.32258,                0.88778,                0.99931,                      1,                  0.995,                0.81876,                0.81845,                0.27578,                0.92865,              0.0080398,              0.0080398,              0.0080398
                    200,                0.76441,                0.32239,                0.89006,                0.99932,                      1,                  0.995,                0.81943,                0.82034,                0.27429,                0.92884,              0.0080299,              0.0080299,              0.0080299
                    201,                0.76314,                0.32156,                0.88742,                0.99934,                      1,                  0.995,                 0.8213,                0.81484,                0.27415,                0.92654,                0.00802,                0.00802,                0.00802
                    202,                0.75497,                 0.3197,                0.88954,                0.99933,                      1,                  0.995,                0.82335,                0.81442,                0.27277,                0.92645,              0.0080101,              0.0080101,              0.0080101
                    203,                 0.7603,                0.32221,                0.88756,                0.99929,                      1,                  0.995,                0.82442,                0.80677,                0.27514,                0.92497,              0.0080002,              0.0080002,              0.0080002
                    204,                0.75039,                 0.3226,                0.88641,                0.99932,                      1,                  0.995,                0.82344,                0.79956,                0.27335,                0.92331,              0.0079903,              0.0079903,              0.0079903
                    205,                0.75692,                0.32151,                0.88834,                0.99936,                      1,                  0.995,                0.81944,                0.80057,                0.27553,                0.92259,              0.0079804,              0.0079804,              0.0079804
                    206,                0.75577,                0.32057,                0.88824,                0.99931,                      1,                  0.995,                0.81923,                0.80967,                0.27348,                0.92302,              0.0079705,              0.0079705,              0.0079705
                    207,                0.75511,                 0.3213,                0.88775,                0.99934,                      1,                  0.995,                0.81773,                0.81439,                0.27396,                0.92462,              0.0079606,              0.0079606,              0.0079606
                    208,                0.75372,                0.32302,                0.88697,                0.99924,                      1,                  0.995,                0.82184,                  0.815,                0.27599,                0.92592,              0.0079507,              0.0079507,              0.0079507
                    209,                0.74772,                0.31913,                0.88372,                0.99929,                      1,                  0.995,                0.82332,                0.81937,                0.27586,                0.92658,              0.0079408,              0.0079408,              0.0079408
                    210,                0.75202,                 0.3214,                0.88827,                0.99938,                      1,                  0.995,                0.81779,                0.82164,                 0.2785,                 0.9283,              0.0079309,              0.0079309,              0.0079309
                    211,                0.75325,                0.31857,                0.88496,                0.99935,                      1,                  0.995,                0.81728,                0.81967,                0.27992,                0.92797,               0.007921,               0.007921,               0.007921
                    212,                0.74877,                0.32416,                0.88262,                0.99932,                      1,                  0.995,                0.82106,                0.82499,                0.27826,                0.92915,              0.0079111,              0.0079111,              0.0079111
                    213,                0.74577,                0.31867,                0.88308,                0.99938,                      1,                  0.995,                0.81957,                0.82775,                 0.2813,                0.92983,              0.0079012,              0.0079012,              0.0079012
                    214,                 0.7527,                0.32007,                0.88506,                0.99936,                      1,                  0.995,                0.81859,                0.83071,                0.27835,                 0.9307,              0.0078913,              0.0078913,              0.0078913
                    215,                0.75802,                0.32045,                0.89188,                0.99935,                      1,                  0.995,                 0.8177,                0.82903,                0.27918,                 0.9291,              0.0078814,              0.0078814,              0.0078814
                    216,                0.75539,                0.32019,                0.88715,                0.99932,                      1,                  0.995,                 0.8207,                0.82185,                0.27382,                 0.9288,              0.0078715,              0.0078715,              0.0078715
                    217,                0.74988,                0.31962,                0.88763,                0.99937,                      1,                  0.995,                0.81884,                0.82498,                0.27425,                0.93201,              0.0078616,              0.0078616,              0.0078616
                    218,                0.74448,                 0.3202,                0.88332,                0.99934,                      1,                  0.995,                0.81992,                0.82743,                0.27646,                0.93397,              0.0078517,              0.0078517,              0.0078517
                    219,                0.75483,                0.31818,                0.88547,                0.99934,                      1,                  0.995,                0.81887,                0.82327,                0.27509,                 0.9315,              0.0078418,              0.0078418,              0.0078418
                    220,                0.75071,                0.31862,                0.88664,                0.99932,                      1,                  0.995,                0.81743,                0.81952,                 0.2758,                 0.9287,              0.0078319,              0.0078319,              0.0078319
                    221,                0.74693,                0.31844,                 0.8884,                0.99936,                      1,                  0.995,                0.82366,                0.82427,                0.27218,                 0.9278,               0.007822,               0.007822,               0.007822
                    222,                0.74662,                0.32043,                 0.8855,                0.99928,                      1,                  0.995,                0.82421,                0.82522,                0.27639,                0.92972,              0.0078121,              0.0078121,              0.0078121
                    223,                0.74348,                0.31482,                0.88433,                0.99928,                      1,                  0.995,                 0.8214,                0.82573,                0.27558,                0.93093,              0.0078022,              0.0078022,              0.0078022
                    224,                0.74678,                 0.3159,                 0.8836,                0.99925,                      1,                  0.995,                0.81084,                0.82465,                 0.2734,                0.93065,              0.0077923,              0.0077923,              0.0077923
                    225,                0.73678,                0.31269,                0.88132,                0.99928,                      1,                  0.995,                 0.8181,                0.82466,                0.27556,                0.93224,              0.0077824,              0.0077824,              0.0077824
                    226,                0.74518,                0.31624,                0.88276,                0.99928,                      1,                  0.995,                0.81873,                0.82459,                0.27666,                0.93284,              0.0077725,              0.0077725,              0.0077725
                    227,                0.74167,                0.31513,                0.89054,                0.99965,                      1,                  0.995,                0.82212,                0.82411,                0.27316,                0.93205,              0.0077626,              0.0077626,              0.0077626
                    228,                0.74904,                0.31706,                0.88569,                0.99923,                      1,                  0.995,                0.82347,                0.82195,                0.27463,                0.93262,              0.0077527,              0.0077527,              0.0077527
                    229,                 0.7331,                0.31553,                0.88108,                0.99924,                      1,                  0.995,                0.82728,                0.82535,                 0.2736,                0.93157,              0.0077428,              0.0077428,              0.0077428
                    230,                0.74778,                 0.3199,                 0.8854,                0.99923,                      1,                  0.995,                0.81408,                0.82883,                  0.276,                0.93287,              0.0077329,              0.0077329,              0.0077329
                    231,                 0.7343,                0.31214,                0.88474,                0.99928,                      1,                  0.995,                0.81973,                0.82988,                0.27277,                  0.933,               0.007723,               0.007723,               0.007723
                    232,                0.72907,                0.31008,                0.87902,                 0.9993,                      1,                  0.995,                0.82176,                0.82378,                0.27546,                  0.932,              0.0077131,              0.0077131,              0.0077131
                    233,                0.73602,                0.31325,                0.88128,                0.99927,                      1,                  0.995,                0.82209,                0.82591,                0.27495,                0.93284,              0.0077032,              0.0077032,              0.0077032
                    234,                0.73337,                0.31215,                 0.8843,                0.99926,                      1,                  0.995,                0.82176,                0.82288,                0.27438,                0.93133,              0.0076933,              0.0076933,              0.0076933
                    235,                0.73401,                0.31304,                0.88209,                0.99929,                      1,                  0.995,                 0.8258,                0.82138,                 0.2731,                0.93072,              0.0076834,              0.0076834,              0.0076834
                    236,                0.73178,                0.31216,                  0.882,                0.99928,                      1,                  0.995,                0.83022,                0.81366,                0.27335,                0.92912,              0.0076735,              0.0076735,              0.0076735
                    237,                0.73606,                0.31472,                0.88574,                0.99927,                      1,                  0.995,                0.82501,                0.81688,                0.27719,                0.92924,              0.0076636,              0.0076636,              0.0076636
                    238,                0.73321,                0.31718,                0.88052,                0.99928,                      1,                  0.995,                0.82537,                0.81985,                0.27602,                0.93027,              0.0076537,              0.0076537,              0.0076537
                    239,                0.73494,                0.31196,                0.88136,                0.99972,                      1,                  0.995,                0.82737,                0.82242,                 0.2752,                0.93208,              0.0076438,              0.0076438,              0.0076438
                    240,                0.73069,                0.31194,                0.88046,                0.99971,                      1,                  0.995,                0.82321,                0.82173,                0.27408,                0.93083,              0.0076339,              0.0076339,              0.0076339
                    241,                0.73592,                0.31318,                0.88239,                0.99933,                      1,                  0.995,                0.82258,                0.82165,                0.27104,                0.93048,               0.007624,               0.007624,               0.007624
                    242,                0.73134,                0.31008,                0.87978,                0.99931,                      1,                  0.995,                 0.8209,                0.81981,                0.27125,                0.93113,              0.0076141,              0.0076141,              0.0076141
                    243,                0.72652,                 0.3121,                0.87913,                 0.9993,                      1,                  0.995,                0.82221,                0.81977,                0.27179,                 0.9323,              0.0076042,              0.0076042,              0.0076042
                    244,                0.72707,                0.31131,                0.87976,                0.99932,                      1,                  0.995,                0.82533,                0.81787,                0.27355,                0.93165,              0.0075943,              0.0075943,              0.0075943
                    245,                0.73181,                0.31089,                0.88673,                 0.9993,                      1,                  0.995,                0.82127,                0.81956,                0.27386,                0.93223,              0.0075844,              0.0075844,              0.0075844
                    246,                0.72345,                0.31149,                0.88101,                0.99931,                      1,                  0.995,                0.81926,                0.82032,                 0.2748,                0.93229,              0.0075745,              0.0075745,              0.0075745
                    247,                0.72888,                0.31132,                0.87741,                0.99933,                      1,                  0.995,                0.81896,                 0.8181,                0.26903,                0.93157,              0.0075646,              0.0075646,              0.0075646
                    248,                0.72526,                0.30849,                0.88397,                0.99934,                      1,                  0.995,                0.81564,                 0.8151,                0.27073,                0.93067,              0.0075547,              0.0075547,              0.0075547
                    249,                 0.7342,                0.31346,                 0.8791,                0.99933,                      1,                  0.995,                0.81927,                0.81338,                0.27003,                0.93028,              0.0075448,              0.0075448,              0.0075448
                    250,                0.72609,                0.30566,                0.88042,                0.99932,                      1,                  0.995,                0.82312,                0.81911,                0.26885,                0.93185,              0.0075349,              0.0075349,              0.0075349
                    251,                0.72887,                 0.3101,                 0.8797,                0.99933,                      1,                  0.995,                0.81795,                0.81805,                0.26955,                 0.9316,               0.007525,               0.007525,               0.007525
                    252,                 0.7212,                0.30982,                0.87734,                0.99932,                      1,                  0.995,                0.82106,                  0.816,                0.26723,                0.93099,              0.0075151,              0.0075151,              0.0075151
                    253,                0.72274,                0.30657,                0.88279,                0.99929,                      1,                  0.995,                0.81949,                 0.8196,                0.26828,                0.93163,              0.0075052,              0.0075052,              0.0075052
                    254,                0.71611,                0.30645,                0.87607,                0.99929,                      1,                  0.995,                0.81794,                0.81991,                0.27237,                0.93136,              0.0074953,              0.0074953,              0.0074953
                    255,                0.71827,                0.30455,                0.88108,                0.99931,                      1,                  0.995,                0.82019,                0.82028,                0.27156,                0.93135,              0.0074854,              0.0074854,              0.0074854
                    256,                0.72719,                0.30946,                0.87865,                0.99933,                      1,                  0.995,                 0.8207,                0.81959,                0.27091,                0.93071,              0.0074755,              0.0074755,              0.0074755
                    257,                0.70961,                0.30627,                0.87664,                0.99934,                      1,                  0.995,                0.82089,                0.82212,                0.26997,                0.93132,              0.0074656,              0.0074656,              0.0074656
                    258,                0.71489,                 0.3082,                0.87445,                0.99934,                      1,                  0.995,                0.81819,                0.82322,                0.27292,                0.93204,              0.0074557,              0.0074557,              0.0074557
                    259,                0.71747,                0.30854,                0.87883,                0.99934,                      1,                  0.995,                0.81768,                0.82675,                0.27356,                 0.9327,              0.0074458,              0.0074458,              0.0074458
                    260,                0.71748,                0.30867,                0.87952,                0.99934,                      1,                  0.995,                0.81681,                 0.8229,                0.27258,                0.93126,              0.0074359,              0.0074359,              0.0074359
                    261,                0.71544,                0.30876,                0.87561,                0.99932,                      1,                  0.995,                0.81717,                0.82043,                0.26754,                0.93099,               0.007426,               0.007426,               0.007426
                    262,                0.71962,                0.30772,                0.87956,                0.99931,                      1,                  0.995,                0.81581,                0.81951,                0.26821,                0.93028,              0.0074161,              0.0074161,              0.0074161
                    263,                0.71645,                0.30595,                0.87872,                 0.9993,                      1,                  0.995,                0.81921,                0.81716,                0.26753,                0.92958,              0.0074062,              0.0074062,              0.0074062
                    264,                0.71321,                0.30766,                0.87826,                 0.9993,                      1,                  0.995,                0.81875,                0.81684,                0.26652,                0.92928,              0.0073963,              0.0073963,              0.0073963
                    265,                0.71238,                0.30499,                0.87609,                0.99932,                      1,                  0.995,                0.81899,                0.81596,                0.26914,                 0.9296,              0.0073864,              0.0073864,              0.0073864
                    266,                 0.7151,                 0.3065,                0.87666,                0.99934,                      1,                  0.995,                0.81923,                0.81371,                 0.2681,                0.92799,              0.0073765,              0.0073765,              0.0073765
                    267,                0.70893,                0.30451,                0.87866,                0.99937,                      1,                  0.995,                0.82137,                 0.8165,                0.26953,                0.92841,              0.0073666,              0.0073666,              0.0073666
                    268,                0.71136,                0.30659,                 0.8818,                0.99935,                      1,                  0.995,                0.82033,                0.81316,                0.26851,                0.92836,              0.0073567,              0.0073567,              0.0073567
                    269,                0.71618,                0.30504,                0.87926,                0.99934,                      1,                  0.995,                0.82259,                0.81065,                0.26913,                0.92745,              0.0073468,              0.0073468,              0.0073468
                    270,                 0.7075,                 0.3047,                0.87402,                0.99936,                      1,                  0.995,                0.82412,                0.81372,                0.26863,                0.92801,              0.0073369,              0.0073369,              0.0073369
                    271,                0.71167,                 0.3044,                0.87774,                0.99934,                      1,                  0.995,                0.82061,                0.81694,                 0.2695,                0.92844,               0.007327,               0.007327,               0.007327
                    272,                 0.6977,                0.30069,                0.87263,                0.99934,                      1,                  0.995,                0.82053,                0.81712,                0.26997,                0.92889,              0.0073171,              0.0073171,              0.0073171
                    273,                 0.7067,                0.30529,                0.87412,                0.99934,                      1,                  0.995,                0.82096,                0.81937,                0.26809,                0.92945,              0.0073072,              0.0073072,              0.0073072
                    274,                0.70362,                0.30131,                0.87677,                0.99935,                      1,                  0.995,                0.82097,                0.81933,                0.26846,                0.92977,              0.0072973,              0.0072973,              0.0072973
                    275,                0.70332,                0.30337,                0.87529,                0.99934,                      1,                  0.995,                0.82185,                0.81571,                0.26917,                0.92879,              0.0072874,              0.0072874,              0.0072874
                    276,                0.70424,                 0.3019,                0.87396,                0.99932,                      1,                  0.995,                0.82166,                0.81947,                0.26878,                0.92924,              0.0072775,              0.0072775,              0.0072775
                    277,                0.70689,                 0.3032,                0.87497,                0.99932,                      1,                  0.995,                0.82002,                0.82021,                0.26767,                0.92981,              0.0072676,              0.0072676,              0.0072676
                    278,                0.69751,                0.30089,                0.87244,                0.99935,                      1,                  0.995,                0.81961,                  0.824,                0.26719,                0.93159,              0.0072577,              0.0072577,              0.0072577
                    279,                0.70248,                0.30205,                0.87449,                0.99936,                      1,                  0.995,                0.82063,                0.82618,                0.26884,                0.93177,              0.0072478,              0.0072478,              0.0072478
                    280,                 0.7029,                0.30239,                0.87665,                0.99937,                      1,                  0.995,                0.81635,                0.82672,                0.26974,                 0.9322,              0.0072379,              0.0072379,              0.0072379
                    281,                0.70824,                0.30436,                0.87933,                0.99938,                      1,                  0.995,                0.81599,                0.82896,                0.26997,                0.93338,               0.007228,               0.007228,               0.007228
                    282,                0.69837,                0.29758,                0.87585,                0.99936,                      1,                  0.995,                0.81521,                0.82919,                0.26992,                 0.9341,              0.0072181,              0.0072181,              0.0072181
                    283,                0.70589,                0.29894,                0.87516,                0.99934,                      1,                  0.995,                0.81444,                0.82741,                0.26951,                0.93417,              0.0072082,              0.0072082,              0.0072082
                    284,                0.69814,                0.30383,                0.87311,                0.99934,                      1,                  0.995,                0.81678,                0.82715,                0.26938,                0.93403,              0.0071983,              0.0071983,              0.0071983
                    285,                0.69955,                0.30222,                  0.875,                0.99935,                      1,                  0.995,                0.81786,                0.82491,                0.26819,                0.93389,              0.0071884,              0.0071884,              0.0071884
                    286,                0.69938,                0.30074,                0.87332,                0.99936,                      1,                  0.995,                0.81733,                0.82394,                0.27061,                0.93353,              0.0071785,              0.0071785,              0.0071785
                    287,                0.68352,                0.29882,                0.87207,                0.99933,                      1,                  0.995,                0.82124,                0.82228,                0.26968,                0.93347,              0.0071686,              0.0071686,              0.0071686
                    288,                0.69586,                0.29876,                0.87455,                0.99933,                      1,                  0.995,                0.82101,                0.82421,                0.26879,                0.93371,              0.0071587,              0.0071587,              0.0071587
                    289,                0.69206,                0.29511,                0.87543,                0.99932,                      1,                  0.995,                0.82132,                0.82225,                  0.269,                0.93233,              0.0071488,              0.0071488,              0.0071488
                    290,                0.68896,                0.29709,                 0.8726,                0.99932,                      1,                  0.995,                0.82034,                 0.8224,                 0.2707,                0.93224,              0.0071389,              0.0071389,              0.0071389
                    291,                0.67843,                0.29585,                 0.8689,                0.99932,                      1,                  0.995,                0.81952,                0.82302,                 0.2698,                0.93237,               0.007129,               0.007129,               0.007129
                    292,                0.68107,                0.29358,                0.86932,                0.99932,                      1,                  0.995,                0.82125,                0.82118,                0.26935,                0.93178,              0.0071191,              0.0071191,              0.0071191
                    293,                0.69519,                 0.2975,                 0.8741,                0.99933,                      1,                  0.995,                0.82262,                0.82275,                0.26919,                0.93177,              0.0071092,              0.0071092,              0.0071092
                    294,                0.68431,                0.29436,                0.87511,                0.99933,                      1,                  0.995,                0.81817,                0.82359,                0.26777,                0.93227,              0.0070993,              0.0070993,              0.0070993
                    295,                0.68706,                0.29763,                 0.8723,                0.99934,                      1,                  0.995,                0.82097,                0.82323,                0.27032,                0.93212,              0.0070894,              0.0070894,              0.0070894
                    296,                0.68659,                 0.2939,                0.87008,                0.99936,                      1,                  0.995,                0.82165,                0.82322,                0.27104,                0.93241,              0.0070795,              0.0070795,              0.0070795
                    297,                0.69182,                0.29435,                0.87298,                0.99974,                      1,                  0.995,                0.82303,                0.82249,                0.26846,                0.93192,              0.0070696,              0.0070696,              0.0070696
                    298,                 0.6816,                0.29403,                0.87179,                0.99935,                      1,                  0.995,                 0.8236,                0.82146,                0.26852,                0.93166,              0.0070597,              0.0070597,              0.0070597
                    299,                0.68263,                0.29582,                0.87324,                0.99936,                      1,                  0.995,                0.82234,                0.82063,                0.26901,                 0.9315,              0.0070498,              0.0070498,              0.0070498
                    300,                0.68498,                0.29696,                0.86624,                0.99938,                      1,                  0.995,                0.81959,                 0.8209,                0.26614,                 0.9316,              0.0070399,              0.0070399,              0.0070399
                    301,                0.68144,                0.29492,                0.86989,                0.99978,                      1,                  0.995,                0.82148,                0.81846,                0.26809,                0.93089,                0.00703,                0.00703,                0.00703
                    302,                0.67859,                0.29558,                0.86847,                0.99978,                      1,                  0.995,                0.82285,                0.81717,                0.26802,                0.93109,              0.0070201,              0.0070201,              0.0070201
                    303,                0.67715,                0.29391,                0.86772,                0.99978,                      1,                  0.995,                0.82223,                0.81694,                0.26803,                0.93107,              0.0070102,              0.0070102,              0.0070102
                    304,                0.66957,                0.29234,                0.86657,                0.99978,                      1,                  0.995,                0.82241,                0.82144,                0.26755,                  0.932,              0.0070003,              0.0070003,              0.0070003
                    305,                0.68571,                0.29544,                  0.869,                0.99978,                      1,                  0.995,                0.82347,                 0.8202,                0.26732,                0.93151,              0.0069904,              0.0069904,              0.0069904
                    306,                0.67681,                0.29332,                0.86933,                0.99978,                      1,                  0.995,                0.82376,                0.81796,                0.26606,                0.93073,              0.0069805,              0.0069805,              0.0069805
                    307,                0.68266,                0.29275,                0.87228,                0.99978,                      1,                  0.995,                0.82532,                 0.8164,                0.26635,                0.93039,              0.0069706,              0.0069706,              0.0069706
                    308,                0.68293,                 0.2953,                0.87275,                0.99978,                      1,                  0.995,                 0.8243,                0.81465,                0.26563,                0.93015,              0.0069607,              0.0069607,              0.0069607
                    309,                0.67691,                0.29175,                0.87067,                0.99978,                      1,                  0.995,                0.82654,                0.81499,                0.26505,                0.93023,              0.0069508,              0.0069508,              0.0069508
                    310,                0.67938,                0.29607,                0.87039,                0.99978,                      1,                  0.995,                0.82761,                0.81527,                0.26554,                0.93054,              0.0069409,              0.0069409,              0.0069409
                    311,                0.66966,                0.29401,                0.86416,                0.99978,                      1,                  0.995,                0.82758,                 0.8146,                0.26557,                0.93032,               0.006931,               0.006931,               0.006931
                    312,                0.68382,                0.29348,                0.87216,                0.99978,                      1,                  0.995,                0.82751,                0.81407,                0.26363,                0.93043,              0.0069211,              0.0069211,              0.0069211
                    313,                0.67288,                0.29334,                0.86974,                0.99978,                      1,                  0.995,                0.82647,                0.81486,                0.26411,                0.93094,              0.0069112,              0.0069112,              0.0069112
                    314,                0.66709,                0.28987,                0.86717,                0.99978,                      1,                  0.995,                0.82681,                0.81577,                0.26516,                 0.9312,              0.0069013,              0.0069013,              0.0069013
                    315,                0.67205,                0.29431,                0.86616,                0.99978,                      1,                  0.995,                0.82836,                0.81518,                0.26615,                0.93185,              0.0068914,              0.0068914,              0.0068914
