                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    132,                0.81542,                0.33561,                0.91125,                0.99956,                      1,                  0.995,                0.79696,                0.86464,                0.29067,                0.94202,              0.0087031,              0.0087031,              0.0087031
                    133,                0.82146,                 0.3404,                0.90828,                0.99947,                      1,                  0.995,                0.80684,                0.85905,                 0.2906,                0.94297,              0.0086932,              0.0086932,              0.0086932
                    134,                0.81512,                0.33807,                 0.9069,                0.99935,                      1,                  0.995,                0.79385,                0.87474,                0.28669,                0.94583,              0.0086833,              0.0086833,              0.0086833
                    135,                0.80899,                0.33443,                0.90451,                0.99946,                      1,                  0.995,                0.80132,                  0.866,                0.28585,                0.94801,              0.0086734,              0.0086734,              0.0086734
                    136,                0.81232,                0.33456,                0.90569,                0.99931,                      1,                  0.995,                0.80146,                0.85037,                0.28549,                0.94265,              0.0086635,              0.0086635,              0.0086635
                    137,                0.81913,                0.33848,                0.90773,                0.99957,                      1,                  0.995,                 0.8089,                0.86118,                0.28654,                0.94183,              0.0086536,              0.0086536,              0.0086536
                    138,                0.80746,                0.33506,                0.90411,                0.99949,                      1,                  0.995,                0.80149,                0.86241,                0.28524,                  0.945,              0.0086437,              0.0086437,              0.0086437
                    139,                0.80489,                0.33248,                0.90357,                0.99946,                      1,                  0.995,                0.80012,                0.85288,                0.28015,                0.94072,              0.0086338,              0.0086338,              0.0086338
                    140,                0.80259,                0.33531,                0.90397,                0.99953,                      1,                  0.995,                 0.8021,                0.85973,                0.28025,                0.94421,              0.0086239,              0.0086239,              0.0086239
                    141,                0.81169,                0.33253,                0.90582,                0.99978,                      1,                  0.995,                0.80333,                0.83753,                0.27871,                0.93908,               0.008614,               0.008614,               0.008614
                    142,                0.80794,                0.33598,                0.90172,                0.99978,                      1,                  0.995,                0.80649,                0.85709,                0.28288,                0.94609,              0.0086041,              0.0086041,              0.0086041
                    143,                0.81028,                0.33424,                0.90467,                      1,                      1,                  0.995,                0.80354,                0.84529,                0.27755,                0.94231,              0.0085942,              0.0085942,              0.0085942
                    144,                0.80506,                0.33416,                0.90535,                0.99954,                      1,                  0.995,                0.79784,                0.85443,                0.27879,                0.94626,              0.0085843,              0.0085843,              0.0085843
                    145,                0.80162,                0.32927,                0.90159,                0.99931,                      1,                  0.995,                0.80982,                0.85155,                0.27554,                0.94345,              0.0085744,              0.0085744,              0.0085744
                    146,                0.80792,                0.33329,                 0.9054,                0.99956,                      1,                  0.995,                0.80492,                0.85507,                0.27599,                0.94185,              0.0085645,              0.0085645,              0.0085645
                    147,                 0.8063,                0.33423,                0.90655,                0.99947,                      1,                  0.995,                0.80249,                 0.8397,                0.28393,                0.94248,              0.0085546,              0.0085546,              0.0085546
