                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    125,                0.67225,                0.29981,                0.85507,                0.99914,                      1,                  0.995,                0.82555,                0.79703,                0.26948,                0.90665,              0.0087724,              0.0087724,              0.0087724
                    126,                0.67288,                0.29785,                0.85273,                0.99918,                      1,                  0.995,                 0.8179,                0.78984,                0.26774,                 0.9073,              0.0087625,              0.0087625,              0.0087625
                    127,                0.66831,                0.29456,                 0.8551,                 0.9993,                      1,                  0.995,                0.81648,                0.81395,                0.27047,                0.91336,              0.0087526,              0.0087526,              0.0087526
                    128,                 0.6615,                0.29617,                0.85199,                0.99926,                      1,                  0.995,                0.81639,                0.81352,                0.27256,                0.91523,              0.0087427,              0.0087427,              0.0087427
                    129,                0.66541,                0.29682,                0.85176,                0.99912,                      1,                  0.995,                0.81425,                 0.8315,                0.27593,                0.91536,              0.0087328,              0.0087328,              0.0087328
                    130,                0.65627,                0.29411,                0.85048,                0.99931,                      1,                  0.995,                0.81599,                0.83128,                0.27531,                0.91664,              0.0087229,              0.0087229,              0.0087229
                    131,                0.65414,                0.29523,                0.84975,                0.99924,                      1,                  0.995,                 0.8109,                0.83756,                0.27403,                0.91961,               0.008713,               0.008713,               0.008713
                    132,                0.64445,                0.29065,                0.85011,                0.99929,                      1,                  0.995,                0.81404,                0.83102,                 0.2679,                0.91627,              0.0087031,              0.0087031,              0.0087031
                    133,                0.65682,                0.29071,                0.85101,                 0.9994,                      1,                  0.995,                0.81553,                0.83332,                0.27323,                 0.9143,              0.0086932,              0.0086932,              0.0086932
                    134,                0.64369,                0.28799,                0.84996,                0.99936,                      1,                  0.995,                 0.8182,                0.84799,                0.27891,                0.92261,              0.0086833,              0.0086833,              0.0086833
                    135,                0.64938,                0.29217,                0.84785,                0.99935,                      1,                  0.995,                0.82492,                0.80936,                0.26801,                0.91572,              0.0086734,              0.0086734,              0.0086734
                    136,                0.64213,                0.28827,                 0.8463,                0.99933,                      1,                  0.995,                 0.8253,                0.81497,                 0.2691,                0.91614,              0.0086635,              0.0086635,              0.0086635
                    137,                0.64617,                0.29068,                0.84981,                0.99905,                      1,                  0.995,                0.81886,                0.82896,                0.27227,                0.91963,              0.0086536,              0.0086536,              0.0086536
                    138,                0.64163,                0.28956,                0.84825,                0.99911,                      1,                  0.995,                0.81295,                0.82378,                0.26796,                0.91795,              0.0086437,              0.0086437,              0.0086437
                    139,                0.64268,                0.28869,                0.84883,                0.99908,                      1,                  0.995,                0.82072,                0.83488,                0.26854,                0.91874,              0.0086338,              0.0086338,              0.0086338
                    140,                0.63181,                0.28569,                0.84795,                0.99904,                      1,                  0.995,                0.82118,                0.82385,                0.27055,                0.91519,              0.0086239,              0.0086239,              0.0086239
                    141,                0.64163,                0.28507,                0.84891,                 0.9993,                      1,                  0.995,                0.81758,                 0.8372,                0.27382,                0.92366,               0.008614,               0.008614,               0.008614
                    142,                0.63795,                0.28776,                0.84341,                0.99924,                      1,                  0.995,                0.81595,                0.83783,                0.27777,                 0.9209,              0.0086041,              0.0086041,              0.0086041
                    143,                0.63527,                0.28577,                0.84672,                0.99937,                      1,                  0.995,                 0.8157,                0.82969,                0.27025,                0.91429,              0.0085942,              0.0085942,              0.0085942
                    144,                 0.6361,                0.28526,                0.84961,                0.99911,                      1,                  0.995,                 0.8251,                0.80394,                0.26782,                 0.9134,              0.0085843,              0.0085843,              0.0085843
                    145,                0.62812,                0.28118,                0.84653,                0.99979,                      1,                  0.995,                0.82609,                0.81375,                0.26901,                0.91492,              0.0085744,              0.0085744,              0.0085744
                    146,                0.63024,                0.28567,                0.84494,                0.99978,                      1,                  0.995,                0.81935,                0.81708,                0.27376,                 0.9144,              0.0085645,              0.0085645,              0.0085645
                    147,                0.62541,                0.28128,                0.84515,                0.99934,                      1,                  0.995,                0.80644,                0.83757,                0.27309,                0.91824,              0.0085546,              0.0085546,              0.0085546
                    148,                0.62542,                0.28268,                0.84426,                0.99932,                      1,                  0.995,                0.81112,                0.82469,                0.26822,                0.91787,              0.0085447,              0.0085447,              0.0085447
                    149,                0.62682,                 0.2827,                0.84644,                0.99929,                      1,                  0.995,                0.81703,                0.82137,                0.26505,                0.91748,              0.0085348,              0.0085348,              0.0085348
                    150,                0.62208,                0.28279,                0.84283,                0.99932,                      1,                  0.995,                0.81035,                0.83408,                0.26755,                0.91769,              0.0085249,              0.0085249,              0.0085249
                    151,                0.62139,                0.28209,                0.84254,                0.99929,                      1,                  0.995,                0.80338,                0.85001,                0.27126,                0.92422,               0.008515,               0.008515,               0.008515
                    152,                0.62528,                0.28471,                0.84458,                0.99935,                      1,                  0.995,                0.81465,                0.82642,                0.27129,                0.91692,              0.0085051,              0.0085051,              0.0085051
                    153,                0.61591,                0.28356,                0.84491,                0.99939,                      1,                  0.995,                  0.805,                0.84558,                0.27643,                0.92182,              0.0084952,              0.0084952,              0.0084952
                    154,                0.62623,                0.28518,                0.84499,                0.99935,                      1,                  0.995,                0.81175,                0.83231,                0.27495,                0.91809,              0.0084853,              0.0084853,              0.0084853
                    155,                0.61082,                 0.2794,                0.84109,                0.99936,                      1,                  0.995,                0.81344,                0.83804,                0.27767,                0.92253,              0.0084754,              0.0084754,              0.0084754
                    156,                0.61967,                0.28703,                0.84365,                0.99929,                      1,                  0.995,                0.82112,                0.83301,                0.27193,                0.91915,              0.0084655,              0.0084655,              0.0084655
                    157,                0.61473,                0.28327,                0.84212,                 0.9998,                      1,                  0.995,                0.81085,                0.83437,                0.27072,                0.92026,              0.0084556,              0.0084556,              0.0084556
                    158,                0.61013,                0.28201,                0.83882,                0.99974,                      1,                  0.995,                0.80876,                 0.8392,                0.27161,                 0.9225,              0.0084457,              0.0084457,              0.0084457
                    159,                0.61081,                0.27739,                0.84335,                0.99917,                      1,                  0.995,                0.81542,                0.82698,                0.26724,                0.92178,              0.0084358,              0.0084358,              0.0084358
                    160,                0.60344,                 0.2785,                0.84187,                0.99915,                      1,                  0.995,                0.81086,                0.84813,                0.27302,                0.92581,              0.0084259,              0.0084259,              0.0084259
                    161,                0.60362,                0.27646,                0.83963,                0.99944,                      1,                  0.995,                0.81215,                0.85293,                0.27472,                0.92164,               0.008416,               0.008416,               0.008416
